timestamp, index, name, memory.used [MiB], memory.total [MiB], utilization.gpu [%]
2026/08/20 15:01:46.683, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:47.683, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 90 %
2026/08/20 15:01:47.683, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:47.683, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:48.683, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 91 %
2026/08/20 15:01:48.684, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:48.684, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:49.684, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 96 %
2026/08/20 15:01:49.684, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:49.684, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:50.684, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 95 %
2026/08/20 15:01:50.685, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:50.685, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:51.687, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 95 %
2026/08/20 15:01:51.687, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:51.687, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:52.687, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 97 %
2026/08/20 15:01:52.687, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:52.687, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:53.687, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 95 %
2026/08/20 15:01:53.688, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:53.688, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:54.688, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 95 %
2026/08/20 15:01:54.688, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:54.688, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:55.688, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 86 %
2026/08/20 15:01:55.688, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:55.688, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:56.689, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 88 %
2026/08/20 15:01:56.689, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:56.689, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:57.689, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 61 %
2026/08/20 15:01:57.689, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:57.689, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:58.691, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 89 %
2026/08/20 15:01:58.691, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:58.691, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:59.691, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 87 %
2026/08/20 15:01:59.691, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:59.692, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:00.696, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 87 %
2026/08/20 15:02:00.696, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:00.696, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:01.696, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 89 %
2026/08/20 15:02:01.696, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:01.696, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:02.697, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 88 %
2026/08/20 15:02:02.697, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:02.697, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:03.697, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 89 %
2026/08/20 15:02:03.697, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:03.698, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:04.698, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 88 %
2026/08/20 15:02:04.698, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:04.698, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:05.698, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 82 %
2026/08/20 15:02:05.698, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:05.699, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:06.699, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 84 %
2026/08/20 15:02:06.699, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:06.699, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:07.699, 0, NVIDIA L40S, 19989 MiB, 46068 MiB, 89 %
2026/08/20 15:02:07.700, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:07.700, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:08.700, 0, NVIDIA L40S, 19989 MiB, 46068 MiB, 89 %
2026/08/20 15:02:08.700, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:08.701, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:09.701, 0, NVIDIA L40S, 19989 MiB, 46068 MiB, 86 %
2026/08/20 15:02:09.701, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:09.701, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:10.701, 0, NVIDIA L40S, 19989 MiB, 46068 MiB, 90 %
2026/08/20 15:02:10.702, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:10.702, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:11.702, 0, NVIDIA L40S, 19989 MiB, 46068 MiB, 89 %
2026/08/20 15:02:11.702, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:11.702, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:12.703, 0, NVIDIA L40S, 19989 MiB, 46068 MiB, 85 %
2026/08/20 15:02:12.703, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:12.703, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:13.703, 0, NVIDIA L40S, 17617 MiB, 46068 MiB, 0 %
2026/08/20 15:02:13.704, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:13.704, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:14.704, 0, NVIDIA L40S, 17617 MiB, 46068 MiB, 0 %
2026/08/20 15:02:14.705, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:14.705, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:15.705, 0, NVIDIA L40S, 17617 MiB, 46068 MiB, 0 %
2026/08/20 15:02:15.705, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:15.706, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:16.706, 0, NVIDIA L40S, 17617 MiB, 46068 MiB, 0 %
2026/08/20 15:02:16.706, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:16.707, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:17.707, 0, NVIDIA L40S, 17617 MiB, 46068 MiB, 0 %
2026/08/20 15:02:17.707, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:17.707, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:18.708, 0, NVIDIA L40S, 17617 MiB, 46068 MiB, 0 %
2026/08/20 15:02:18.708, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:18.708, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:19.708, 0, NVIDIA L40S, 34687 MiB, 46068 MiB, 23 %
2026/08/20 15:02:19.708, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:19.709, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:20.709, 0, NVIDIA L40S, 34689 MiB, 46068 MiB, 10 %
2026/08/20 15:02:20.709, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:20.709, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:21.709, 0, NVIDIA L40S, 34693 MiB, 46068 MiB, 16 %
2026/08/20 15:02:21.710, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:21.710, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:22.710, 0, NVIDIA L40S, 34697 MiB, 46068 MiB, 19 %
2026/08/20 15:02:22.710, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:22.710, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:23.711, 0, NVIDIA L40S, 34701 MiB, 46068 MiB, 18 %
2026/08/20 15:02:23.711, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:23.711, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:24.711, 0, NVIDIA L40S, 34701 MiB, 46068 MiB, 0 %
2026/08/20 15:02:24.712, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:24.712, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:25.712, 0, NVIDIA L40S, 34701 MiB, 46068 MiB, 0 %
2026/08/20 15:02:25.712, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:25.712, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:26.713, 0, NVIDIA L40S, 34701 MiB, 46068 MiB, 0 %
2026/08/20 15:02:26.713, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:26.713, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:27.713, 0, NVIDIA L40S, 34701 MiB, 46068 MiB, 0 %
2026/08/20 15:02:27.714, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:27.714, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:28.714, 0, NVIDIA L40S, 36031 MiB, 46068 MiB, 3 %
2026/08/20 15:02:28.714, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:02:28.714, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
